iter	MAE
157	310.5896752
158	310.27159	31159	309.90160	16160	309.43745916161	309.14897016162	308.75392616163	308.50539816164	308.1533343
165	307.80072616166	307.53167	16167	307.2698111168	307.046169	1169	307.019170	1170	306.775171	309.3713286
172	309.0845929
173	173	306.5423174	174	306.2869175	1175	305.153176	1176	304.921177177	305.64401178178	305.42499179179	305.24845180180	304.99663181181	304.77431182182	304.55765183183	304.30509184184	304.08628185185	303.88185186186	303.60778187187	302.05187188188	301.82350189189	302.7570808
190	302.2862046
191	302.0112187
192	301.7932768
193	301.5558745
194	301.362197
195	301.0022857
196	300.6985575
197	300.5014927
198	300.3196094
199	299.9755913
200	299.8244416
201	299.6819474
202	299.4911096
203	299.2805665
204	299.0752837
205	298.7127386
206	298.549419
207	298.3379003
208	298.0321242
209	297.7438506
210	297.551616
211	297.3757784
212	297.2018711
213	296.9406883
214	296.6697252
215	296.5170236
216	296.28147862217	296.19015021218	296.11093421219	296.03365722220	295.75884221221	295.56651222222	295.42989223	293.2282952
224224	295.10246225225	294.95819226226	294.71236227227	294.52666228228	294.426229	2229	293.964230	2230	293.566231	2231	293.389232	2232	293.31233	29233	293.15234	29234	292.83235	29235	292.68236	29236	292.5237	290237	292.5238	290238	292.3239	29239	292.19240	29240	292.06241	29241	291.78242	28242	291.70243	243	291.4838244	244	291.354245	2245	291.181246	2246	290.776247	2247	290.627248	288.7941065
249	288.6143646
250	288.4629446
251	288.2253528
252	288.026152
253	287.9513632
254	287.7462985
255	287.584129
256	287256	289.2257	287257	289.0258	286258	288.9259	286.7681165
260	286.5526993
261	286.3853038
262	286.2093835
263	286.0678616
264	2264	287.556265	2265	287.419266	2266	287.29267	28267	287.12268	28268	287.05269	2269	286.879270	270	286.7123271	271	286.614272	284.6791933
273	284.426936
274	284.2486018
275	28275	286.02276	28276	285.87277	28277	285.74278	28278	285.54279	28279	285.40280	28280	285.17281	28281	284.96282	28282	284.81283	28283	284.64284	2284	284.44285	28285	284.34286	28286	284.3054885
287	284.1720858
288	284.0427277
289	283.8699988
290	283.7801805
291	283.7280407
292	283.6595018
293	283.5659596
294	283.5358918
295	283.4808974
296	283.3395051
297	283.0879908
298	282.91257
299	282.6215383
300	282.5090301	301	282.2307182
302	282.0411303	303	281.957304	2304	281.509305	2305	281.301306	2306	281.17307	2307	281.082308	2308	280.925309	2309	280.85310	27310	280.77311	27311	280.73312	27312	280.54313	27313	280.37314	27314	280.30315	27315	280.12316	27316	279.98317	27317	279.66318	27318	279.57319	2319	279.496320	2320	279.300321	2321	279.2322	27322	279.14323	27323	278.97324	27324	278.88325325325	278.74326	27326	278.60327	27327	278.52328	27328	278.3932932329	278.2631501
330	278.0236111
331	277.86287333332	277.72738833333	277.6478803
334	277.5562683335	277.3186807
336	277.22063783337	277.16886363338	276.94813183339	276.8282982
340	276.64333683341	276.41211743342	276.31312234343	276.27783344344	275.91419345345	275.81466346346	275.66213347347	275.37517348348	275.27970349349	275.1183350	350	275.0158351	351	274.83456
352	274.6242954
353	274.5749235
354	274.3359923
355	274.26468
356	274.1211386
357	273.9479073
358	273.8917247
359	273.7484738
360	273.7240685
361	273.5967872
362	273.451074
363	273.3683965
364	273.1476673
365	273.0169489
366	272.9481899
367	272.8169449
368	272.7168273
369	272.4923362
370	272.3716033
371	272.2694882
372	272.0653375
373	272.0408268
374	271.8776026
375	271.7556664
376	271.6990394
377	271.6308685
378	271.5970952
379	271.5282454
380	271.4811139
381	271.4457309
382	271.41024883383	271.25041013384	271.19334038385	271.09064438386	270.95375438387	270.87352138388	270.68747538389	270.5797683390	270.32885073391	270.24777639392	270.0380883393	269.80190453394	269.71113293395	269.4693783396	269.321677
397	269.2256084
398	269.0903727
399	268.9792064
400	268.8717127
401	268.6874269
402	267.0182097
403	266.8438183
404	266.7714839
405	266.6885168
406	266.624501
407	266.5088417
408	266.4308387
409	266.3217118
410	266.1719975
411	266.0482645
412	266.0111284
413	265.9381274
414	265.8086401
415	265.7179405
416	265.5582764
417	265.4066874
418	265.2685905
419	265.1808574
420	265.071078
421	264.9599367
422	264.8821041
423	264.8205056
424	264.7569349
425	264.664613
426	264.5630811
427	264.3840873
428	264.271098
429	264.087225
430	264.0347088
431	263.9712503
432	263.9439081
433	263.8494546
434	263.8068787
435	263.774953
436	263.6792936
437	263.4793458
438	263.4268185
439	263.3304246
440	263.202193
441	263.065901
442	263.0029251
443	262.878015
444	262.7978678
445	262.7525481
446	262.611267
447	262.4910355
448	262.4360984
449	262.3916867
450	262.3440384
451	262.2429731
452	262.1458392
453	262.1023044
454	262.0146228
455	261.9394851
456	261.8672061
457	261.7367022
458	261.6648636
459	261.6290546
460	261.4820188
461	261.3864034
462	261.2702568
463	463	262.7805464	261.1632523
465	261.0985627
466466	262.39241467	261.021695
468	260.8249653
469	260.7531463
470	260.7019677
471	260.6502624
472	260.5385172
473	260.4512274
474	260.4084621
475	260.3622089
476	260.3084351
477	260.2110718
478	260.1704929
479	260.0890983
480	260.0266389
481	259.9306973
482	259.9068221
483	259.8174416
484	259.7614424
485	259.6801421
486	259.6279935
487	259.5753492
488	259.4878745
489	259.3889206
490	259.2767134
491	259.2106451
492	259.1491134
493	259.0796867
494	259.0492297
495	258.8884425
496	258.8455103
497	258.7974589
498	258.7011051
499	258.6689164
500	258.6119362
501	258.5226651
502	258.4315584
503	258.36985050504	258.3293889
505	258.2506485
506	258.0697217
507	258.0011361
508	257.9285489
509	257.8142685
510	257.7264721
511	257.6814203
512	257.6267937
513	257.55663514514	257.5284515	515	257.4790516	516	257.4067517	517	257.2447518	518	257.1340519	519	256.9587520	520	256.8438521521	256.76478522522	256.7253352523	256.65076524524	256.5374284
525	256.5071526526	256.33433527527	256.29846528528	256.19352529529	255.9438853530	255.86175453531	255.83099353532	255.80629533533	255.73334534534	255.69080535535	255.64863536536	255.5778653537	255.51758
538	255.4364291
539	255.37954125540	255.29120454541	255.23164754542	255.18968654543	255.13435054544	255.10987554545	255.03301546546	254.96185547547	254.91752548548	254.80576549549	254.70212550550	254.5875963
551	254.4721122
552	254.4162437
553	254.2403654
554	254.1674617
555	254.1176101
556	254.0856949
557	254.0704003
558	254.0167763
559	253.9814825
560	253.9099336
561	253.8744543
562	253.6817047
563	253.5877539
564	253.518532
565	253.4228941
566	253.3699044
567	253.3454096
568	253.1561533
569	253.1379214
570	253.0725025
571	253.0368215
572	252.984267
573	252.9161747
574	252.7953332
575	252.7227308
576	252.6702557
577	252.5923047
578	252.5009021
579	252.4452147
580	252.4110431
581	252.3245894
582	252.2571527
583	252.2024476
584	252.13585	25585	252.01586	25586	251.9141455
587	251.8241763
588	251.6452118
589	251.6141949
590	251.5484218
591	251.4328196
592	251.2791024
593	251.2372948
594	251.1607306
595	251.0870317
596	251.0561975
597	250.9928364
598	250.9032777
599	250.8577768
600	250.7926763
601	250.743012
602	250.6849479
603	250.5617091
604	250.4694941
605	250.3740778
606	250.3414458
607	250.2841507
608	250.234161
609	250.1673255
610	250.092828
611	249.9894063
612	249.9507994
613	249.8866443
614	249.8500413
615	249.719141
616	249.6335523
617	249.5875746
618	249.5252683
619	249.4770572
620	249.4175308
621	249.3749467
622	249.3521996
623	249.283463
624	249.2488662
625	249.1787603
626	249.1198564
627	249.0091325
628	248.9213581
629	248.8354798
630	248.7975601
631	248.713973
632	248.6923798
633	248.6637486
634	248.5901152
635	248.5580744
636	248.428879
637	248.4042811
638	248.3751921
639	248.2490261
640	248.2086667
641	248.1750746
642	248.1361825
643	248.1034644
644	248.0621225
645	248.0076256
646	247.9375558
647	247.8856427
648	247.8371428
649	247.7747167
650	247.6991137
651	247.6304893
652	247.528074
653	247.4512683
654	247.4057957
655	247.3807666
656	247.3486827
657	247.2670669
658	247.1595192
659	247.1392584
660	247.1049469
661	247.0562438
662	247.0031636
663	246.9917906
664	246.9011186
665	246.8822806
666	246.8363775
667	246.7947827
668	246.7255001
669	246.6755015
670	246.62961
671	246.5849654
672	246.4539972
673	246.3799045
674	246.3383178
675	246.2692301
676	246.2469167
677	246.1847046
678	246.1146101
679	246.0936519
680	245.9000745
681	245.847978
682	245.7686013
683	245.7530536
684	245.6255351
685	245.5856632
686	245.5444082
687	245.5170526
688	245.4229233
689	245.3954989
690	245.2848863
691	245.2226647
692	245.1797706
693	245.1296893
694	245.0798077
695	245.0636872
696	245.0541271
697	244.9907918
698	244.9406789
699	244.8620161
700	244.7987341
701	244.7124879
702	244.6794721
703	244.6611194
704	244.5930647
705	244.5355896
706	244.5090362
707	244.4684654
708	244.4334843
709	244.3875087
710	244.3144841
711	244.2376653
712	244.1759689
713	244.0677457
714	244.0415835
715	244.0118773
716	243.9687512
717	243.9411262
718	243.8983478
719	243.8749745
720	243.8143944
721	243.7285994
722	243.7149296
723	243.6828851
724	243.6656722
725	243.6260181
726	243.5978631
727	243.4897356
728	243.4739793
729	243.4112526
730	243.3794078
731	243.3418801
732	243.3149931
733	243.21854
734	243.1888854
735	243.1611927
736	243.103477
737	243.0769827
738	243.0558481
739	243.0437451
740	243.0163371
741	242.9859006
742	242.9460822
743	242.9204032
744	242.8904341
745	242.85744
746	242.8206833
747	242.7633061
748	242.730405
749	242.695016
750	242.6769383
751	242.6117112
752	242.5626526
753	242.5284173
754	242.5121445
755	242.4519168
756	242.379142
757	242.3480235
758	242.2799501
759	242.2473738
760	242.2034617
761	242.142272
762	242.0631022
763	242.0322124
764	242.0131482
765	241.9493673
766	241.9338548
767	241.840662
768	241.8151525
769	241.7782646
770	241.7266214
771	241.6312138
772	241.6046285
773	241.588718
774	241.5480751
775	241.485434
776	241.4558212
777	241.4175161
778	241.3817727
779	241.3543042
780	241.3427031
781	241.3153213
782	241.2857595
783	241.2417599
784	241.2332644
785	241.2024821
786	241.157156
787	241.1355549
788	241.1239838
789	241.1010724
790	241.0606491
791	241.0347333
792	240.9761296
793	240.8385721
794	240.8097297
795	240.7568657
796	240.7197221
797	240.6910736
798	240.6247678
799	240.6083828
800	240.5609149
801	240.4852252
802	240.4419696
803	240.4216505
804	240.4008786
805	240.3898516
806	240.3383752
807	240.2835244
808	240.2682525
809	240.2550693
810	240.2227558
811	240.1458929
812	240.0704396
813	240.0465237
814	240.0216721
815	239.9179962
816	239.877688
817	239.8569647
818	239.8362387
819	239.79617
820	239.7545566
821	239.7079586
822	239.6521394
823	239.5955212
824	239.5288389
825	239.4804341
826	239.4303968
827	239.3921771
828	239.3185556
829	239.2560965
830	239.2138292
831	239.1948665
832	239.150738
833	238.9679336
834	238.9237092
835	238.8820617
836	238.8046187
837	238.7757012
838	238.6846199
839	238.6581553
840	238.6448776
841	238.6304133
842	238.615446
843	238.5912445
844	238.5846761
845	238.5613249
846	238.5377765
847	238.51918
848	238.4068436
849	238.3962379
850	238.3561753
851	238.3250066
852	238.3034547
853	238.2505756
854	238.1471579
855	238.127602
856	238.0966973
857	238.0849249
858	238.0631397
859	237.9748071
860	237.8854304
861	237.8643964
862	237.8419329
863	237.7808456
864	237.753528
865	237.7241255
866	237.6735133
867	237.6177094
868	237.5879794
869	237.5684247
870	237.5520194
871	237.4595234
872	237.4270325
873	237.4001159
874	237.3497348
875	237.3364002
876	237.2872983
877	237.2581059
878	237.225164
879	237.1420577
880	237.1212524
881	237.0769335
882	237.0165111
883	236.9400218
884	236.9022795
885	236.8865871
886	236.8357661
887	236.819365
888	236.7823368
889	236.761264
890	236.6083202
891	236.5615005
892	236.5207868
893	236.489545
894	236.4656498
895	236.3502503
896	236.3353502
897	236.2915332
898	236.2593579
899	236.2452228
900	236.1906894
901	236.1725667
902	236.1257106
903	236.0946874
904	236.0633199
905	236.0353781
906	236.0222542
907	235.9999007
908	235.929908	2909	235.912909	2910	235.874910	2911	235.838911	2912	235.785912	2913	235.753913	2914	235.7914	229915	235.6915	229916	235.6916	229917	235.5917	229918	235.918	229.919	235.919	229.920	235.920	229.921	235.921	229.922	235.922	229.923	235.923	229.924	235.924	229925	235.2925	229926	235.926	229.927	235.927	229.928	235.928	229.929	235.929	229.930	235.930	228.931	235.931	228.932	235.932	228.933	235.933	228.934	235.934	228.935	235.935	228.936	235.936	228.937	234.937	228.938	234.938	228.939	234.939	228.940	234.8374834
941	234.8218054
942	234.7035948
943	234.634847
944	234.5944	228945	234.4945	228946	234.4711404
947	234.4947	228948	234.4256932
949	234.3949	228950	234.3138333
951	234.2643563
952	234.2415072
953	234.1851028
954	234.1425388
955	234.1152964
956	234.1086869
957	234.0862252
958	234.062976
959	234.0504158
960	233.9659507
961	233.9394453
962	233.8639319
963	233.8214665
964	233.8022704
965	233.7180056
966	233.6951673
967	233967	227.6968	233.6499283
969	233969	227.5970	233.530111
971	233.4930543
972	233.972	227973	233.4973	22974	233.4026375
975	233.3601263
976	233.3452545
977	233.3977	227978	233.2978	227979	233.2979	227980	233.1980	227981	233.1981	227982	233.1982	227983	233.0983	227984	233.0984	227985	232.9985	227986	232.9986	227987	232.9987	2988	232.84988	22989	232.83989	2990	232.805990	2991	232.78991	22992	232.72992	22993	232.70993	22994	232.68994	22995	232.60995	22996	232.55996	22997	232.5997	226998	232.4998	226999	232.4999	226.5471395
